code,name,academic_units,exam_schedule,common_information,description,mutually_exclusive,not_available,not_available_all,offered_as_bde,offered_as_ue,prerequisite,department_maintaining,grade_type,not_offered_as_bde_ue_to,not_offered_as_core_to,not_offered_as_pe_to,program_list,level
DT2009,STORYBOARDING & PRODUCTION DESIGN,3,,TUT^G01^THU^1330-1620^ART-B1-14^,"You will be introduced to the storyboard as a thinking tool, through which creative ideas are developed and given detail. You will learn to employ artistic tools like framing, camera movement, character movement and key visuals within the larger structure of the entire narrative. The role of the storyboard within the animation pipeline and its relevance to concept development, script development, animatics and production design will be covered. The course will focus partucularly focus on the aspects of animation production design that support the dramatic impact of the story. Further insight will be gained of the connection between visual development and storyboard through exercises and assignments on character design, environment and prop design.",,,Yr1,1,1,,ADM,Letter-Graded,ADM(MA),,,"Design & Media (MA) Year 2, Art, Design & Media (MA) Year 4, Art, Design & Media (MA) Year 3",2
DT2010,DIGITAL COMPOSITING,3,,TUT^G01^THU^1930-2220^ART-B1-05G^,"The role of Compositing:
Compositing is both the technical and artistic challenge of combining different image sources such as live-action footage, matte-paintings and rendered CG elements into one seamless new output. Digital Compositing plays a key role in visual effects, and it is essential to feature films, commercials, TV shows and animated films. Even non-effect films utilize compositing as the invisible art of image manipulation. The course will deliver a practice-based introduction to the basic techniques of compositing and its place within the production process.

Node-Based Compositing:
In contrast to the layer-based compositing, which centres on timing, a node-based workflow with an easy to read flow diagram of all processing operations, becomes essential when working on complex composites. This course will introduce both concepts but focuses on node-based workflows.

Compositing Techniques:
Through practice-based exercises and project assignments, you will learn basic and advanced compositing techniques such as layering and blend modes, colour correction, rotoscoping, tracking, warping, chroma keying and CGI compositing.

Artistic Considerations:
What makes a good composite? Through analysis of a variety of examples from film and animation, you will develop a sense of creative considerations and their role in creating a successful composite.

Class assignments:
Creative projects, which explore fundamental compositing techniques. Developed through lectures, tutorials, class exercises and peer/instructor feedback sessions.",,,Yr1,1,1,,ADM,Letter-Graded,ADM(MA)(2011-2020),,,"Design & Media (MA) Year 2, Art, Design & Media (MA) Year 4, Art, Design & Media (MA) Year 3",2
DT2011,STOP MOTION PRINCIPLES,3,,TUT^G01^MON^0930-1220^ART-B1-05A^,,,,,1,1,,,Letter-Graded,,,,"Design & Media (MA) Year 2, Art, Design & Media (MA) Year 4, Art, Design & Media (MA) Year 3",2
DT2017,WRITING FOR ANIMATION,3,,TUT^G01^THU^1630-1920^ART-B1-04A^,,,,,1,1,,,Letter-Graded,,,,"Design & Media (DA) Year 4, Design & Media (MA) Year 3, Design & Media (DA) Year 2, Art, Design & Media (MA) Year 4, Design & Media (MA) Year 2, Design & Media (DA) Year 3, Art",2
DT2018,ANIMATION FOR GAMES I,3,,,,,,,1,1,,,Letter-Graded,,,,"Design & Media (MA) Year 2, Art, Design & Media (MA) Year 4, Art, Design & Media (MA) Year 3",2
DT2020,GAME DESIGN I,3,,,"This course will introduce to the student the varied, complex and exciting world of game design. Core fundamental knowledge will be addressed enabling the student to become broadly familiar with the subject and to have a basic understanding of key practices, terminologies and histories. Students will be introduced to node-based and script-centred software with a view to developing basic game levels and core game mechanics and ideas. 

Students are reminded that ADM rules on attendance and plagiarism are in operation within all ADM courses as laid out in the ADM Student handbook http://www.adm.ntu.edu.sg/CurrentADM/Documents/ADMStudentHandbook2010-2011.pdf.",DM2001,,Yr1,1,1,,ADM,Letter-Graded,ADM(MA),,,"Design & Media (MA) Year 2, Art, Design & Media (MA) Year 4, Art, Design & Media (MA) Year 3",2
DT2021,GAME ASSETS DESIGN,3,,TUT^G01^TUE^1930-2220^ART-B1-05F^,,,,,1,1,,,Letter-Graded,,,,"Design & Media (DA) Year 4, Design & Media (MA) Year 3, Design & Media (DA) Year 2, Art, Design & Media (MA) Year 4, Design & Media (MA) Year 2, Design & Media (DA) Year 3, Art",2
DT3009,CINEMATIC CONCEPTS & MOTION CAPTURE APPLICATIONS,3,,TUT^G01^THU^1330-1620^ART-B1-05G^,,,,,1,1,,,Letter-Graded,,,,"Design & Media (DA) Year 4, Design & Media (MA) Year 3, Design & Media (DA) Year 2, Art, Design & Media (MA) Year 4, Design & Media (MA) Year 2, Design & Media (DA) Year 3, Art",3
DT3010,VISUAL EFFECTS I,3,,,"This course will introduce you to the processes and techniques of visual effects, which you will then apply in the creation of original visual effects shots, such as integrating elements from various sources to one seamless output. This learning forms the foundation for further studies in visual effects, computer graphic animation and filmmaking.",DT3002,,Yr1,1,1,DT2001 OR,ADM,Letter-Graded,,,,"Design & Media (MA) Year 2, Art, Design & Media (MA) Year 4, Art, Design & Media (MA) Year 3",3
DT3013,ANIMATION SEMINAR,3,,,"This course gives you the opportunity to put into practice all you have learned so far in previous animation courses. You will be guided through the creation and production process, working individually or in small teams or two or three, to complete an animated short movie. You will experience the complete animation production process, which will inform planning and decisions for future animation projects.",DT3006,,Yr1,1,1,DT2001,ADM,Letter-Graded,,,,"Design & Media (MA) Year 2, Art, Design & Media (MA) Year 4, Art, Design & Media (MA) Year 3",3
DT3017,GAME SEMINAR,3,,TUT^G01^THU^0930-1220^ART-B1-05G^,,,,,1,1,,,Letter-Graded,,,,"Design & Media (MA) Year 2, Art, Design & Media (MA) Year 4, Art, Design & Media (MA) Year 3",3
DT5001,GRAPHIC STORYTELLING,3,,TUT^G01^THU^1330-1620^ART-B1-04A^,,,,,1,1,,,Letter-Graded,,,,,5
DT5003,DIGITAL PAINTING,3,,,"This course is a practical course that focuses on learning techniques and processes of digital image manipulation. The course begins with essential processes, applied in specific scenarios to achieve certain outcomes. As skills increase, the course will cover multiple image combining, a process known as compositing, heavily used in many areas of digital media such as animation, special effects, motion graphics and film-making. Finally, you will be introduced to digital painting and digital art, where the imagery is created within the digital medium. For a final project, you will create an original, unique digital image using all the learned skills, either composited, or painted using digital painting techniques.",,,Yr1,1,1,,ADM,Letter-Graded,,,,,5
DV2000,TYPOGRAPHY I,3,,,,,,,1,1,,,Letter-Graded,,,,"Design & Media (DA) Year 2, Art, Design & Media (DA) Year 4, Art, Design & Media (DA) Year 3",2
DV2001,VISUAL COMMUNICATION I,3,,,,,,,1,1,,,Letter-Graded,,,,"Design & Media (DA) Year 2, Art, Design & Media (DA) Year 4, Art, Design & Media (DA) Year 3",2
DV2002,ILLUSTRATION FOR DESIGNERS,3,,TUT^G01^THU^1330-1620^ART-02-02A^,,,,,1,1,,,Letter-Graded,,,,"Design & Media (DA) Year 4, Design & Media (MA) Year 3, Design & Media (DA) Year 2, Art, Design & Media (MA) Year 4, Design & Media (MA) Year 2, Design & Media (DA) Year 3, Art",2
DV2003,BEYOND THE LOGO: INTRODUCTION TO BRANDING,3,,TUT^G01^TUE^1630-1920^ART-02-23B^,"In this introductory level course, you will be introduced to a theoretical overview of how branding is situated in our contemporary society and its roles through the lens of art, design and media. You will gain a broad understanding of the evolution of corporate brand communication and identity, brand consumption theories and patterns which led to the rise of various alternate brand movements. A basic anthropological analysis of brands as an economic force to becoming a cultural artefact will also be discussed.  Through various analytical in-class exercises and hands-on assignments, you will gain theoretical and practical knowledge to develop a critical voice to make brand creation decisions.",,,Yr1,1,1,,ADM,Letter-Graded,,,,"Design & Media (DA) Year 4, Design & Media (MA) Year 3, Design & Media (DA) Year 2, Art, Design & Media (MA) Year 4, Design & Media (MA) Year 2, Design & Media (DA) Year 3, Art",2
